tweet id,label,full_text,created_at,user_screen_name,likes,retweets,replies
1559626223382315011,neutral,@DidmusWaBarasa @WilliamsRuto @AtwoliDza Umetoka ndani nikam tupige sherehe?,Tue Aug 16 19:40:42 +0000 2022,mumiandusi,0.0,0.0,0.0
1559608194489634818,neutral,@IEBCKenya @Its_Renson @RobertAlai @BenjiNdolo @RailaOdinga @MarthaKarua @WilliamsRuto @MigunaMiguna  habari ndio hio,Tue Aug 16 18:29:04 +0000 2022,TylincN,0.0,0.0,0.0
1560563207999299585,neutral,"@MitikaDennis @cloud9ke @ledamalekina @WilliamsRuto @NPSOfficial_KE Rudi msituni ujifunge maasai shuka kwanza,",Fri Aug 19 09:43:57 +0000 2022,kipkorir_edmon,0.0,0.0,1.0
1560560478241587200,neutral,"@cloud9ke @MitikaDennis @ledamalekina @WilliamsRuto @NPSOfficial_KE Anatisha nani na upusi,",Fri Aug 19 09:33:06 +0000 2022,kipkorir_edmon,0.0,0.0,1.0
1560422056935710720,neutral,@DidmusWaBarasa @WilliamsRuto Kokoo wa Taifa,Fri Aug 19 00:23:04 +0000 2022,Nelsonkipchuu,0.0,0.0,0.0
1560330578917998599,neutral,@DidmusWaBarasa @WilliamsRuto Hauko rumande🤣🤣,Thu Aug 18 18:19:34 +0000 2022,michaeldegea3,0.0,0.0,0.0
1560299258041057281,neutral,@johnnjenga @stellanganga @WilliamsRuto Wapi mama mboga  na boda,Thu Aug 18 16:15:06 +0000 2022,donsabwa,0.0,0.0,0.0
1560293699799613442,neutral,@edmond_sunker @WilliamsRuto 😂😂pole msee,Thu Aug 18 15:53:01 +0000 2022,MangaraSolutio3,0.0,0.0,0.0
1560267201021505536,neutral,@WilliamsRuto Wacha Mungu ajidhihirishe,Thu Aug 18 14:07:43 +0000 2022,Joseph69720173,0.0,0.0,0.0
1560262790262038530,neutral,@jkipngetich1 @WilliamsRuto Serikal gani,Thu Aug 18 13:50:12 +0000 2022,kinzigalaxy,9.0,0.0,8.0
1560260275726651392,neutral,@JerotichSeii @wmnjoya @WilliamsRuto Si ni ukweli,Thu Aug 18 13:40:12 +0000 2022,Real_Ashman,0.0,0.0,0.0
1560228727275094019,neutral,@WMMartha @WilliamsRuto @USAmbKenya Kuenda tukiendaga....,Thu Aug 18 11:34:50 +0000 2022,alexryd,2.0,0.0,0.0
1562502920389918731,neutral,@tv47ke @justinawamae @DrOfweneke @justinawamae Waziri wetu wa Vijana. @WilliamsRuto cheza kama wewe,Wed Aug 24 18:11:40 +0000 2022,PrinceDanMburu,2.0,1.0,0.0
1562349532393996288,fake,@MillicentOmangq @WilliamsRuto Huyu Mzee aende nyumbani,Wed Aug 24 08:02:10 +0000 2022,karemerijosiah,0.0,0.0,0.0
1562296678576799744,neutral,@WilliamsRuto Ama mumemuua pia?,Wed Aug 24 04:32:08 +0000 2022,OkeyoGodwins,0.0,0.0,0.0
1562164615815077890,neutral,,,,,,
1562120434606374913,neutral,@AlbanIshmael3 @MikeSonko @WilliamsRuto @governorkibwana Ebu waambie😤,Tue Aug 23 16:51:49 +0000 2022,NdiranguMikhail,0.0,0.0,0.0
1562090614149226498,neutral,@FauziaAliHassan @WilliamsRuto @MohamudSalatMo1 @salmakwamboks @HassanOmarH @Allyrusheed @husseinmoha @Abdulghani2012 Mimi na @HusseinYusufI hatujaalikwa 😂,Tue Aug 23 14:53:19 +0000 2022,OmmarIF,1.0,0.0,2.0
1562048096552484864,neutral,@WilliamsRuto @tellyrence Apo Kwa agriculture naskia kaa n mm wataja,Tue Aug 23 12:04:22 +0000 2022,joshuangumbi,0.0,0.0,0.0
1562026220799369219,neutral,@ahmednasirlaw @NjiruAdv @WilliamsRuto Chinja kanyanga shingooo malisaaaaaa kabisaaa,Tue Aug 23 10:37:26 +0000 2022,DDasnach,0.0,0.0,0.0
1561778162786357248,neutral,@Morgan227372181 @WilliamsRuto @kipmurkomen @HonOscarSudi @susankihika @HEBabuOwino Nadai ele kubwa kiasi,Mon Aug 22 18:11:45 +0000 2022,kipkosgei_Edu,0.0,0.0,0.0
1561771537098842113,neutral,@MigunaMiguna @RailaOdinga @WilliamsRuto Kumbe unamjua,Mon Aug 22 17:45:25 +0000 2022,TylincN,1.0,0.0,0.0
1561707514663772161,neutral,@Cate_Waruguru @WilliamsRuto Ile namba ulinipea haingii 😋,Mon Aug 22 13:31:01 +0000 2022,ayora_do,0.0,0.0,0.0
1561690768837861376,neutral,@Cate_Waruguru @WilliamsRuto Niko Murang'a,Mon Aug 22 12:24:28 +0000 2022,selle_scientist,0.0,0.0,0.0
1561680982322941954,neutral,@benardNUP @RailaOdinga @MarthaKarua @WilliamsRuto 🙏🏿 Asante sana.,Mon Aug 22 11:45:35 +0000 2022,Ali_Manzu,1.0,0.0,0.0
1561648294060855297,neutral,@OleItumbi @WilliamsRuto Wenye wivu wajinyonge sasa,Mon Aug 22 09:35:41 +0000 2022,kelvinbett95,1.0,0.0,1.0
1561645994957307904,neutral,,,,,,
1561070047312887814,neutral,"@lutilogregory @RailaOdinga @WilliamsRuto @WendoK2 tulijipanga, hatupangwigwi",Sat Aug 20 19:17:57 +0000 2022,Mr_Sarapai,0.0,0.0,0.0
1564546325642878977,neutral,@kiramjoho @Zamzammohammed7 @MohaJichoPevu @WilliamsRuto @RailaOdinga Hhhhhh hongera kwake pia. Alipigana kweli kweli,Tue Aug 30 09:31:26 +0000 2022,nasirmagan,3.0,0.0,0.0
1564201681444917250,neutral,@ItimuNjururi @MaundahGabriel @RobertAlai @RailaOdinga @orengo_james @OAmollo @EtalePhilip @PaulMMwangi @edwinsifuna @WilliamsRuto Unangoja jibu?,Mon Aug 29 10:41:56 +0000 2022,MC_MASESE,1.0,0.0,0.0
1563946022589579268,neutral,"Sasa tena izi ni gani?
@WilliamsRuto ?
Mama Mboga na yeye akue nini?
Serikali tena ni ya kuunda vyeo??",Sun Aug 28 17:46:03 +0000 2022,amgicheru,0.0,0.0,0.0
1563930662545096709,neutral,@WilliamsRuto Kwenda huko @WilliamsRuto,Sun Aug 28 16:45:01 +0000 2022,OkeyoGodwins,0.0,0.0,0.0
1563900151822950402,neutral,@ngunjiriwambug @WilliamsRuto Limetimia,Sun Aug 28 14:43:46 +0000 2022,JaneWam89434857,0.0,0.0,0.0
1563899638222036994,neutral,@CharlesKarry1 @johnmark254 @WilliamsRuto Inauma,Sun Aug 28 14:41:44 +0000 2022,virtousoyobo,0.0,0.0,1.0
1563847371787849728,neutral,@WilliamsRuto Unajitetea ukiwa pande gani?!,Sun Aug 28 11:14:02 +0000 2022,tommogire,0.0,0.0,0.0
1563831869573152768,neutral,@AdhanBuya @WilliamsRuto Tutaenda Kasarani,Sun Aug 28 10:12:26 +0000 2022,YusufJare,0.0,0.0,0.0
1563498377249439744,neutral,@DidmusWaBarasa @WilliamsRuto Wee mzee,Sat Aug 27 12:07:16 +0000 2022,OtisRhay,0.0,0.0,0.0
1563460333720592384,neutral,@EricKAce4 @ahmednasirlaw @WilliamsRuto @RailaOdinga Wewe na nani ?,Sat Aug 27 09:36:05 +0000 2022,KanuK91034515,1.0,0.0,0.0
1563401679764000768,neutral,@Wetangulam @WilliamsRuto @DrAlfredMutua Wacheni haraka. Wizi lazima ikome hii Kenya.,Sat Aug 27 05:43:01 +0000 2022,muriuwahome,0.0,0.0,0.0
1563347992546930688,fake,@DidmusWaBarasa @WilliamsRuto Tuliza familia uliyoua mwana wao kwanza!!,Sat Aug 27 02:09:41 +0000 2022,Moraa14Moraa,0.0,0.0,0.0
1563334333423063040,neutral,@DidmusWaBarasa @WilliamsRuto Kitui https://t.co/nj5x6K69N3 koti iarakishe tuapishe   rais wetu#jasho ya kura yangu.,Sat Aug 27 01:15:25 +0000 2022,Bonface95014334,0.0,0.0,0.0
1563066185918205952,neutral,@ChampagneKish @PerfectionPerf2 @OtienoUthman @DidmusWaBarasa @RailaOdinga @WilliamsRuto *ni yake na Maulana...*,Fri Aug 26 07:29:53 +0000 2022,Zarouvian,1.0,0.0,0.0
1563065891163553792,neutral,"@mwangi16_mwangi @BarbieNbi @WilliamsRuto @rigathi Ask Ben Githae to play for you "" Nii Ni MISAGA RAILA""",Fri Aug 26 07:28:43 +0000 2022,mugo_hiram,0.0,0.0,0.0
1563017513725599744,fake,@DidmusWaBarasa @RailaOdinga @WilliamsRuto Mwanzo wewe wahitaji msamaha ya mauwaji,Fri Aug 26 04:16:29 +0000 2022,geraldmaleya,0.0,0.0,0.0
1562825723651715073,neutral,@Asmali77 @WilliamsRuto Ukweli isemwe tupunguze chuki Kwa mutoa watu wenye walikua wanasababisha.,Thu Aug 25 15:34:23 +0000 2022,brianasioya1,0.0,0.0,0.0
1562777641245360128,neutral,@Jay_Paul254 @WilliamsRuto Lazima ajikaze tu,Thu Aug 25 12:23:19 +0000 2022,kerush__,0.0,0.0,0.0
1565674887762558977,neutral,@seanC_1O @WilliamsRuto Kwani baba hajui kuiba😂😂😂,Fri Sep 02 12:15:56 +0000 2022,Jojosiwo2,5.0,0.0,3.0
1559924907387019264,neutral,@MigunaMiguna @WChebukati Nikona mtoto yako hapa anagawa kugawa🤣,Wed Aug 17 15:27:34 +0000 2022,IGazih,1.0,0.0,0.0
1559655651416080384,neutral,@Spalbounded1 @musya_james @WehliyeMohamed @WChebukati Si hapa nimewatetea Bana lakini ?🤣🤣,Tue Aug 16 21:37:38 +0000 2022,david_osore,0.0,0.0,2.0
1558019281161535490,neutral,@mamangilu @WChebukati @RailaOdinga Tuonyeshe io bibilia,Fri Aug 12 09:15:17 +0000 2022,JMwanzanje,0.0,0.0,0.0
1557931243869814787,neutral,@mamangilu @WChebukati @RailaOdinga Na bado mtaongoja miaka ingine tano,Fri Aug 12 03:25:28 +0000 2022,DavidRapcha,0.0,0.0,0.0
1557746594371485696,neutral,Aye Bwana Chebukaaati @WChebukati kunaendaje mkuu pale @IEBCKenya,Thu Aug 11 15:11:44 +0000 2022,moonjahroo,1.0,0.0,1.0
1557735993054154753,neutral,,,,,,
1545060930181947395,neutral,@merciful_hearts @WChebukati @IEBCKenya Chunga usilie chooni,Thu Jul 07 15:03:26 +0000 2022,rop2kei,0.0,0.0,0.0
1562090579168739328,neutral,@HonAyubSavula @WChebukati @RailaOdinga Kiongozi kwani ni kesho😅,Tue Aug 23 14:53:10 +0000 2022,Omushevi,0.0,0.0,0.0
1561953756056633344,neutral,@ItsMutai @WChebukati juu wee uko na upuzi...,Tue Aug 23 05:49:29 +0000 2022,KenSigei,0.0,0.0,0.0
1559413745901764610,neutral,"@SuluhuSamia @WilliamsRuto Twafahamu fika kwamba kingenge sio mdomo chako lakini wenzako kote ulimwenguni wamemtambua @WilliamsRuto kama Rais mteule wa jamuhuri ya Kenya.  Habari zikufikie dada yetu na CCM, wimbi la mabadiliko lavuma kote afrika. Walalahoi wamefunguka macho.",Tue Aug 16 05:36:24 +0000 2022,Tiondo1,5.0,0.0,0.0
1560711739334869000,neutral,@WilliamsRuto @OleItumbi @HusseinMohamedg hapana sahau buana.,Fri Aug 19 19:34:09 +0000 2022,BabaIMRAN_ke,0.0,0.0,0.0
1560681260175048705,neutral,@WilliamsRuto Kenya Kwanza yaongezewa Mwangaza tena,Fri Aug 19 17:33:03 +0000 2022,NyangaresJunior,0.0,0.0,0.0
1560679066574921731,neutral,@MikeSonko @WilliamsRuto @skmusyoka Haiya. Si itoshe hivo,Fri Aug 19 17:24:20 +0000 2022,KimNick_,0.0,0.0,0.0
1560629001013567488,neutral,@ledamalekina @WilliamsRuto @NPSOfficial_KE Ningekuwa hapo mimi ningekuua una bahati sana,Fri Aug 19 14:05:23 +0000 2022,MangaraSolutio3,0.0,0.0,0.0
1562476052718374914,fact,@WilliamsRuto Kazi n Kazi tumeanza https://t.co/jwcu4ZwxeE,Wed Aug 24 16:24:55 +0000 2022,NyaiteAvea1,0.0,0.0,0.0
1564344989391491073,neutral,@Saitabao @WuodRamula @IEBCKenya @WChebukati Kabisa,Mon Aug 29 20:11:24 +0000 2022,mitpiny,0.0,0.0,0.0
1558502985990545408,fake,@theafricandir Wacha ifike kumi wanakaa kuhitaji tallying centre 😂🤣,Sat Aug 13 17:17:22 +0000 2022,henrywahome,1.0,0.0,1.0
1399977012933111812,neutral,@GaturuSalim @MarthaKarua @StateHouseKenya @AGOfficeKenya @Kenyajudiciary @jsckenya @NationAfrica @ntvkenya @StandardKenya @KTNNewsKE @citizentvkenya @TheStarBreaking Kweli kabisa,Wed Jun 02 06:31:44 +0000 2021,lydia_mburia,1.0,1.0,0.0
1393159216064520193,neutral,,,,,,
1391849537954795527,neutral,Nakubaliana nawe kabisa. Mahakama @Kenyajudiciary ya upeo wa Juu yafaa iige mfano wa Mhe. David Odhiambo na kutoa uamuzi kwa lugha ya Kiswahili. Inawezekana,Mon May 10 20:16:03 +0000 2021,CaxstonePKigata,5.0,1.0,0.0
1494209807036858373,neutral,,,,,,
1463334974531280898,neutral,@ahmednasirlaw @Kenyajudiciary @MikeSonko  habari  ndio hio,Wed Nov 24 02:33:40 +0000 2021,TylincN,0.0,0.0,0.0
1556976812713984005,fact,@citizentvkenya #KenyaDecides2022 #KenyasChoice2022 @SamGituku @MKapombe  mimi bado sijapiga kura nangoja line ipungue apa Dandora Primary lakini lazima nipige kura ju ni haki yangu,Tue Aug 09 12:12:54 +0000 2022,kinyua_kinyuaji,0.0,0.0,0.0
1556976254947147776,neutral,"Muache kupost vidole.
Hizo nimeona sujafurahia.

#KenyaDecides2022",Tue Aug 09 12:10:41 +0000 2022,samwelogor,0.0,0.0,0.0
1556973507266940928,neutral,"Ulipea nani Kura?

#KenyaDecides2022 
#KenyaDecides 

Twende Kazi.",Tue Aug 09 11:59:45 +0000 2022,AbdiwakilHujale,2.0,2.0,0.0
1556940727871062023,fake,"Imebidi niskume mzungu 😅😅

#KenyaDecides2022 https://t.co/Jz3enHRg1a",Tue Aug 09 09:49:30 +0000 2022,samwelogor,2.0,0.0,1.0
1557720208101748737,neutral,Iko wapi 70% ya madvd na weta? 🤭#KenyaDecides2022,Thu Aug 11 13:26:53 +0000 2022,NjoroK,0.0,0.0,0.0
1537475560519225347,neutral,@HEBabuOwino @EACCKenya @IEBCKenya Ata baba yuko nyweeeeeee https://t.co/Nw8J7LrU9R,Thu Jun 16 16:41:53 +0000 2022,ProphetMateRap2,0.0,0.0,1.0
1537080498010324992,neutral,@ayieko_onyango @MigunaMiguna @UDAKenya @SakajaJohnson @NelsonHavi @IEBCKenya Huyo hata Westlands hawezani nayo,Wed Jun 15 14:32:02 +0000 2022,CAdede,0.0,0.0,1.0
1536271076539367425,neutral,@K24Tv @IEBCKenya  imejipanga sasawa lakini waziri wa azimio wanataka kuharibu utaratibu wa hiyo tume huru...,Mon Jun 13 08:55:41 +0000 2022,Cptdraxler,0.0,0.0,0.0
1534507108284112896,neutral,@edwintororei @cliffliungu @makaumutua @IEBCKenya Huoni ako kwa Giza Hana Akili.,Wed Jun 08 12:06:19 +0000 2022,heavyduty001,0.0,0.0,1.0
1549721542808018945,fake,"@MigunaMiguna @IEBCKenya @ReubenKigame @RailaOdinga Mambo yako yote ni ya chuki tu ,penda ndugu yako.kama alikukosea achia mungu . hatred itakumaliza mwenyewe.",Wed Jul 20 11:43:02 +0000 2022,simiyu_clinton,2.0,0.0,0.0
1546234119180488705,fact,"Vijana wa #Naivasha wameamua kuweka amani sasa,kabla na baada ya uchaguzi mkuu wa Agosti tisa 2022,#Elections2022
#ElectionsBilaNoma #naivashayouthpeacedeclaration  #after9thaugustkunalife  @NCIC_Kenya
@FredMatiangi @cedgg_2001 @IEBCKenya @SkitterDr @YBN_Kenya @Strong_Cities https://t.co/TD5cYQSfBp",Sun Jul 10 20:45:16 +0000 2022,Mtaani_konnect,3.0,3.0,0.0
1544704503332892672,neutral,@OleItumbi @RailaOdinga @IEBCKenya Ni juzi tu umetoka hosi bro. Si tulia,Wed Jul 06 15:27:07 +0000 2022,CaptainKiage,4.0,0.0,0.0
1543844587902582784,fact,"@IEBCKenya imeweka mbinu mbili kuu za kuwatambulisho wapiga kura siku ya kupigia kura:
~Rekodi ya alama za vidole.
~Rekodi ya nambari za kitambulisho ambapo mpiga kura atajaza fomu.

#AminiIEBC #Vijana4Vijana

#TrustIEBC #VIJANA4VIJANA https://t.co/ENNohtO14E",Mon Jul 04 06:30:07 +0000 2022,YouthExtravaga2,0.0,0.0,0.0
1553172939457036289,fact,"Vijana tuko chonjo kudumisha amani. Wakenya kwa pamoja tueneze umoja katika uchaguzi ujao. #UchaguziBilaNoma  @Midrifthurinet @game_intl @tv47ke @IEBCKenya
@NACADAKenya @ECESeu @NCIC_Kenya @UNDPKenya @denmarkinkenya @FredMatiangi @YBN_Kenya #ElectionsBilaNoma
@tendasasa
#Peace https://t.co/sS4CFTjLSm",Sat Jul 30 00:17:39 +0000 2022,Mtaani_konnect,1.0,1.0,0.0
1550638614626844672,fact,@IEBCKenya IEBC nikama mnataka kiumane. Tumawaonea 18. https://t.co/nRuLPeUPZw,Sat Jul 23 00:27:09 +0000 2022,EmmanuelMakero,0.0,0.0,0.0
1556996647024005123,neutral,"@paulinenjoroge @IEBCKenya Chebukati uko wapi,,,!!!!",Tue Aug 09 13:31:42 +0000 2022,mukonzo_hassan,0.0,0.0,0.0
1556991613511110656,neutral,@IEBCKenya Tingiza MTI https://t.co/4k6T6ttXCn,Tue Aug 09 13:11:42 +0000 2022,vogake,5.0,1.0,0.0
1556981560372563974,neutral,,,,,,
1556970827043803136,neutral,@IEBCKenya Mungesema mapema!,Tue Aug 09 11:49:06 +0000 2022,bayoz7,0.0,0.0,0.0
1556963437460291584,neutral,@king_kolloh @IEBCKenya Nido wakuje wanishike,Tue Aug 09 11:19:45 +0000 2022,kilundeezy,12.0,0.0,2.0
1556925470733750273,neutral,@OleItumbi @chomly01 @IEBCKenya @UDAKenya @MarigaOfficial Mumeanza kulia mapema,Tue Aug 09 08:48:53 +0000 2022,Omushevi,4.0,0.0,1.0
1556919545893453825,neutral,@RealDdominiQuE @ledamalekina @IEBCKenya @citizentvkenya @CNN @JunetMohamed Anataka tu kujiondoa,Tue Aug 09 08:25:20 +0000 2022,Peterwafula14,0.0,0.0,0.0
1556912840832946178,neutral,,,,,,
1556890560174198785,neutral,"@MrOwuor1 @Chris_D_Odero @bapfrancis @waluwande @IEBCKenya @KephisKe Sijui, ni mchanga nilinunua kando ya bara nara. 🙄",Tue Aug 09 06:30:09 +0000 2022,coachyawe,1.0,0.0,0.0
1556718443059187715,neutral,@ledamalekina @IEBCKenya @CNN @citizentvkenya @JunetMohamed @HassanAliJoho Mmeanza kulia mapema,Mon Aug 08 19:06:13 +0000 2022,madarakavictor,0.0,0.0,0.0
1556713692913438720,neutral,@BiancaWamu @Ziloopi @ledamalekina @IEBCKenya @CNN @citizentvkenya @JunetMohamed @HassanAliJoho Bora umeelewa,Mon Aug 08 18:47:21 +0000 2022,Omushevi,0.0,0.0,0.0
1556712676021108736,neutral,,,,,,
1556704582532726784,neutral,@ledamalekina @IEBCKenya @CNN @citizentvkenya @JunetMohamed @HassanAliJoho 🤣🤣🤣🤣 Utajua hujui kijana... Kelele za chura hizo,Mon Aug 08 18:11:09 +0000 2022,javern10,1.0,0.0,0.0
1556698904263114754,neutral,@AokoOtieno_ @ledamalekina @IEBCKenya @CNN @citizentvkenya @JunetMohamed @HassanAliJoho Ledama pia kakosea shosh Aoko. Kubaya.,Mon Aug 08 17:48:35 +0000 2022,Misogaalvin,5.0,0.0,0.0
1556694173864050688,neutral,@gpdkaluma @TheODMparty @RailaOdinga @IEBCKenya Ndoto....,Mon Aug 08 17:29:47 +0000 2022,javern10,0.0,0.0,0.0
1556689481473875969,neutral,@tapkengot @ledamalekina @IEBCKenya @CNN @citizentvkenya @JunetMohamed @HassanAliJoho Uyu nywele ni kubwa lakini akili hana.,Mon Aug 08 17:11:08 +0000 2022,Bravi_n,2.0,0.0,1.0
